#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
96,Tue Mar 15 15:01:27 EDT 2022,53,0,A3GeneralStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,3,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(5.0/5.0) A3InterfaceAsType-(9.2/10.0) A3MnemonicNames-(14.6/15.0) A3NamedConstants-(0.8/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(3.3/10.0) , ,
97,Tue Mar 15 15:01:32 EDT 2022,50,-3,A3SpecificStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls- ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,4,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(17.7/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.2/5.0) A3SpuriousCalls-(16.0/20.0) , ,
98,Tue Mar 15 15:02:27 EDT 2022,50,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,5,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
99,Tue Mar 15 15:04:27 EDT 2022,50,0,A3ExpectedCalls,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,6,false, , , ,A3ExpectedCalls-(17.7/20.0) , ,
100,Tue Mar 15 15:04:28 EDT 2022,50,0,A3SpuriousCalls,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,7,false, , , ,A3SpuriousCalls-(16.0/20.0) , ,
101,Tue Mar 15 15:04:29 EDT 2022,50,0,A3ExpectedSignatures,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,8,false, , , ,A3ExpectedSignatures-(4.2/5.0) , ,
102,Tue Mar 15 15:04:40 EDT 2022,50,0,A3MnemonicNames,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,9,false, , ,A3MnemonicNames ,A3MnemonicNames-(14.6/15.0) , ,
103,Tue Mar 15 15:04:42 EDT 2022,50,0,A3InterfaceAsType,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,10,false, , , ,A3InterfaceAsType-(9.2/10.0) , ,
104,Tue Mar 15 15:04:44 EDT 2022,50,0,A3NamedConstants,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,11,false, , , ,A3NamedConstants-(0.8/1.0) , ,
105,Tue Mar 15 15:04:49 EDT 2022,50,0,A3PublicMethodsOverride,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,12,false, , ,A3PublicMethodsOverride ,A3PublicMethodsOverride-(3.3/10.0) , ,
106,Tue Mar 15 16:02:52 EDT 2022,50,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,51,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
107,Tue Mar 15 16:03:41 EDT 2022,50,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,51,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
108,Tue Mar 15 16:10:16 EDT 2022,50,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,52,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
109,Tue Mar 15 16:12:00 EDT 2022,50,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,52,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
110,Tue Mar 15 16:17:15 EDT 2022,50,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,53,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
111,Tue Mar 15 18:49:23 EDT 2022,50,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,54,0,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,A3ConfigurationProvided ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
112,Tue Mar 15 19:30:16 EDT 2022,50,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
113,Tue Mar 15 19:31:18 EDT 2022,50,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
114,Tue Mar 15 19:31:45 EDT 2022,50,0,A3SpecificStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,2,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(17.7/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.2/5.0) A3SpuriousCalls-(16.0/20.0) , ,
115,Tue Mar 15 19:31:52 EDT 2022,50,0,DistributedPartitionedReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,3,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce , , ,ClientSumPartitionReduce-(10.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
116,Tue Mar 15 19:31:53 EDT 2022,50,0,A3GeneralStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,4,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(5.0/5.0) A3InterfaceAsType-(8.8/10.0) A3MnemonicNames-(14.6/15.0) A3NamedConstants-(0.8/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(3.3/10.0) , ,
117,Tue Mar 15 19:35:16 EDT 2022,50,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,5,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
118,Tue Mar 15 19:35:16 EDT 2022,50,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,6,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
119,Tue Mar 15 19:35:16 EDT 2022,50,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,55,7,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
